Thread ID: 70235269057760
Total: 3.003410
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.011     0.000     0.000     0.011        2   StateMachine::Callback#call 
  0.00      0.000     0.000     0.000     0.000        8   NilClass#to_a 
  0.00      0.000     0.000     0.000     0.000        4   Enumerable#detect 
  0.00      0.000     0.000     0.000     0.000        4   String#colorize 
  0.00      0.000     0.000     0.000     0.000        4   Logger#format_message 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#use_event_attributes? 
  0.00      0.000     0.000     0.000     0.000        4   String#yellow 
  0.00      0.000     0.000     0.000     0.000        1   <Module::NixonPi::Logging>#configure_logger_for 
  0.00      0.012     0.000     0.000     0.012        2   StateMachine::Machine#within_transaction 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Branch#matches? 
  0.00      0.000     0.000     0.000     0.000        4   NixonPi::Logging#log 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Transition#event 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#resume 
  0.00      0.000     0.000     0.000     0.000        3   String#inspect 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::StateCollection#match! 
  0.00      0.903     0.000     0.000     0.903        1   NixonPi::Factory::ClassMethods#create 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_initialize 
  0.00      0.012     0.000     0.000     0.012        2   StateMachine::Transition#within_transaction 
  0.00      0.000     0.000     0.000     0.000        3   Hash#has_key? 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::HandlerStateMachine#initialize_state 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#eval 
  0.00      0.000     0.000     0.000     0.000        8   <Class::BasicObject>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#reset 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#puts 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#attribute 
  0.00      0.000     0.000     0.000     0.000        1   IO#puts 
  0.00      0.000     0.000     0.000     0.000        4   Symbol#to_s 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#reset 
  0.00      0.903     0.000     0.000     0.903        1   NixonPi::Animations::Animation#initialize 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#persist 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#run_actions 
  0.00      0.000     0.000     0.000     0.000        2   Array#reject! 
  0.00      0.000     0.000     0.000     0.000        1   Logger#initialize 
  0.00      0.903     0.000     0.000     0.903        1   NixonPi::Animations::SingleFlyInAnimation#initialize 
  0.00      0.000     0.000     0.000     0.000        7   BasicObject#singleton_method_added 
  0.00      0.000     0.000     0.000     0.000        4   Logger#format_severity 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#to_name 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#extend_object 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_extend 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#from_name 
  0.00      0.000     0.000     0.000     0.000        2   Array#initialize 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#valid? 
  0.00      0.000     0.000     0.000     0.000        2   Module#define_method 
  0.00      0.000     0.000     0.000     0.000        6   Module#=== 
  0.00      0.000     0.000     0.000     0.000        4   BasicObject#== 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::StateHash#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Logger::LogDevice#initialize 
  0.00      0.000     0.000     0.000     0.000        1   MonitorMixin#mon_initialize 
  0.00      0.005     0.000     0.000     0.005        3  *#<StateMachine::StateContext:0x007fc1da1cfba8>#write 
  0.00      0.000     0.000     0.000     0.000        2   Array#unshift 
  0.00      0.000     0.000     0.000     0.000        2   Proc#arity 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::Settings>#log_level 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#extend 
  0.00      0.000     0.000     0.000     0.000        1   String#index 
  0.00      0.000     0.000     0.000     0.000        1   Hash#inspect 
  0.00      0.000     0.000     0.000     0.000        3   <Class::Mutex>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Machine#reset 
  0.00      0.000     0.000     0.000     0.000        2   Array#length 
  0.00      0.000     0.000     0.000     0.000        1   <Module::NixonPi::Logging>#logger_for 
  0.00      0.000     0.000     0.000     0.000        1   Logger::Formatter#initialize 
  0.00      0.000     0.000     0.000     0.000        3   Mutex#initialize 
  0.00      0.931     0.000     0.000     0.931        1   Enumerator#with_index 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::CommandParameters#command_parameters 
  0.00      0.000     0.000     0.000     0.000        2   <Class::Array>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   Hash#values 
  0.00      0.000     0.000     0.000     0.000        4   Fixnum#== 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::MultiDelegator>#to 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#define_aliases 
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#join 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#match 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#singleton_class 
  0.00      0.000     0.000     0.000     0.000        2   Array#compact 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::MultiDelegator>#delegate 
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#open 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Module#extend_object 
  0.00      0.000     0.000     0.000     0.000        1   MonitorMixin#initialize 
  0.00      0.000     0.000     0.000     0.000        2   Hash#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Dir>#home 
  0.00      0.000     0.000     0.000     0.000        1   String#to_sym 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#proc 
  0.00      0.000     0.000     0.000     0.000        1   Module#name 
  0.00      0.000     0.000     0.000     0.000        2   Module#method_added 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::Settings#log_level 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#respond_to_missing? 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::MultiDelegator#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Module#extended 
  0.00      0.000     0.000     0.000     0.000        1   String#reverse 
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#allocate 

* indicates recursively called methods
Thread ID: 70235284966460
Total: 2.564720
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.09      0.007     0.002     0.000     0.004       90  *Array#each 
  0.05      1.219     0.001     0.000     1.218       67  *Mutex#synchronize 
  0.04      0.003     0.001     0.000     0.001      180   Range#include_with_range? 
  0.03      0.869     0.001     0.868     0.000       22   Kernel#sleep 
  0.03      0.058     0.001     0.057     0.000       48   IO#write 
  0.03      0.001     0.001     0.000     0.000      180   Range#include_without_range? 
  0.03      0.001     0.001     0.000     0.000       24   Time#strftime 
  0.02      0.001     0.001     0.000     0.001       38   <Class::StateMachine::Machine>#find_or_create 
  0.02      0.468     0.001     0.000     0.467       24   Logger#add 
  0.02      0.672     0.001     0.000     0.672        1   NixonPi::Animations::RampUpDownAnimation#run 
  0.02      0.001     0.001     0.000     0.000      408   Fixnum#<=> 
  0.02      0.000     0.000     0.000     0.000      278   Kernel#is_a? 
  0.02      0.000     0.000     0.000     0.000      360   Integer#to_i 
  0.02      0.000     0.000     0.000     0.000      254   Fixnum#to_s 
  0.02      0.059     0.000     0.000     0.058       36   Array#map 
  0.02      0.465     0.000     0.000     0.464       24   MonitorMixin#mon_synchronize 
  0.01      0.001     0.000     0.000     0.000       83   StateMachine::NodeCollection#index 
  0.01      0.007     0.000     0.000     0.007       10   NixonPi::AbioCardClient#pwm_write_registers 
  0.01      0.406     0.000     0.000     0.405       24   MonitorMixin#mon_enter 
  0.01      0.001     0.000     0.000     0.001       83   StateMachine::NodeCollection#[] 
  0.01      0.001     0.000     0.000     0.000       23   Sync_m#sync_try_lock_sub 
  0.01      0.000     0.000     0.000     0.000      190   String#rjust 
  0.01      0.001     0.000     0.000     0.000       24   MonitorMixin#mon_exit 
  0.01      0.001     0.000     0.000     0.001       79   StateMachine::NodeCollection#fetch 
  0.01      0.000     0.000     0.000     0.000       87   Enumerable#any? 
  0.01      0.001     0.000     0.000     0.000       35   <Class::Time>#now 
  0.01      0.000     0.000     0.000     0.000      156   <Class::Thread>#current 
  0.01      2.565     0.000     0.000     2.564        1   Kernel#loop 
  0.01      0.003     0.000     0.000     0.003       23   Sync_m#sync_synchronize 
  0.01      1.610     0.000     1.610     0.000       91   Mutex#lock 
  0.01      0.000     0.000     0.000     0.000       40   StateMachine::Machine#read 
  0.01      0.000     0.000     0.000     0.000       10   NixonPi::Easing#ease_in_out_quad 
  0.01      0.000     0.000     0.000     0.000      152   Symbol#== 
  0.01      0.000     0.000     0.000     0.000      170   Integer#round 
  0.01      0.002     0.000     0.000     0.001       36   StateMachine::StateCollection#matches? 
  0.01      0.011     0.000     0.000     0.011       10   NixonPi::BarGraphDriver#write_to_bar 
  0.01      0.000     0.000     0.000     0.000       96   Fixnum#* 
  0.01      0.000     0.000     0.000     0.000       38   StateMachine::State#value 
  0.01      0.001     0.000     0.000     0.001       23   Sync_m#sync_lock 
  0.01      0.002     0.000     0.000     0.002       23   Sync_m#sync_unlock 
  0.01      0.000     0.000     0.000     0.000       91   Kernel#block_given? 
  0.01      0.000     0.000     0.000     0.000       91   Mutex#unlock 
  0.01      0.000     0.000     0.000     0.000       53   Hash#[]= 
  0.01      0.000     0.000     0.000     0.000       83   Hash#each 
  0.01      0.000     0.000     0.000     0.000       36   StateMachine::State#matches? 
  0.01      0.000     0.000     0.000     0.000       44   StateMachine::Machine#attribute 
  0.01      0.000     0.000     0.000     0.000       10   MockTelnet#cmd 
  0.01      0.465     0.000     0.000     0.465       48  *Logger::LogDevice#write 
  0.01      0.000     0.000     0.000     0.000       51   Kernel#respond_to? 
  0.01      0.001     0.000     0.000     0.001       38   StateMachine::MacroMethods#state_machine 
  0.01      0.000     0.000     0.000     0.000       24   String#colorize 
  0.01      1.894     0.000     0.000     1.894       12   #<StateMachine::StateContext:0x007fc1da35d768>#write 
  0.01      0.000     0.000     0.000     0.000       35   Time#initialize 
  0.01      0.000     0.000     0.000     0.000      107   Symbol#=== 
  0.01      0.002     0.000     0.000     0.002       24   Logger#format_message 
  0.00      0.000     0.000     0.000     0.000       10   Time#minus_without_duration 
  0.00      0.000     0.000     0.000     0.000       24   MonitorMixin#mon_check_owner 
  0.00      0.000     0.000     0.000     0.000       64   Kernel#class 
  0.00      0.000     0.000     0.000     0.000       35   <Class::Time>#allocate 
  0.00      0.000     0.000     0.000     0.000       10   NixonPi::Retryable#retryable 
  0.00      0.000     0.000     0.000     0.000       22   Hash#merge 
  0.00      0.000     0.000     0.000     0.000       36   Kernel#lambda 
  0.00      0.000     0.000     0.000     0.000       38   StateMachine::ClassMethods#state_machines 
  0.00      1.892     0.000     0.000     1.892       14  *#<StateMachine::StateContext:0x007fc1da361980>#write 
  0.00      0.468     0.000     0.000     0.468       24   Logger#debug 
  0.00      0.001     0.000     0.000     0.001       10   Time#minus_with_coercion 
  0.00      0.000     0.000     0.000     0.000       23   NixonPi::HandlerStateMachine#params 
  0.00      0.000     0.000     0.000     0.000       24   String#yellow 
  0.00      0.000     0.000     0.000     0.000       68   Kernel#hash 
  0.00      0.009     0.000     0.000     0.009       21  *#<StateMachine::StateContext:0x007fc1da365620>#write 
  0.00      0.007     0.000     0.000     0.007       10   NixonPi::AbioCardClient#pwm_write 
  0.00      0.000     0.000     0.000     0.000       53   Hash#[] 
  0.00      0.000     0.000     0.000     0.000       24   NixonPi::Logging#log 
  0.00      0.003     0.000     0.000     0.003       23   NixonPi::StateHash#sync 
  0.00      0.000     0.000     0.000     0.000       48   Fixnum#divmod 
  0.00      1.893     0.000     0.000     1.893       36  *StateMachine::State#call 
  0.00      0.003     0.000     0.000     0.002       15   NixonPi::StateHash#[] 
  0.00      0.000     0.000     0.000     0.000       10   Time#minus_with_duration 
  0.00      1.894     0.000     0.000     1.894       12   NixonPi::HandlerStateMachine#handle 
  0.00      0.001     0.000     0.000     0.001       10   NixonPi::AbioCardClient#handle 
  0.00      0.000     0.000     0.000     0.000       46   Array#first 
  0.00      0.000     0.000     0.000     0.000       41   Array#last 
  0.00      0.000     0.000     0.000     0.000       22   Hash#initialize_copy 
  0.00      0.000     0.000     0.000     0.000       43   Kernel#nil? 
  0.00      0.000     0.000     0.000     0.000       48   Bignum#<=> 
  0.00      0.011     0.000     0.000     0.011       10   NixonPi::BarGraphDriver#write 
  0.00      0.000     0.000     0.000     0.000        8   StateMachine::TransitionCollection#actions 
  0.00      0.001     0.000     0.000     0.001       10   NixonPi::Animations::Animation#time_diff_milli 
  0.00      0.000     0.000     0.000     0.000       24   Logger#format_severity 
  0.00      0.000     0.000     0.000     0.000        9   StateMachine::Assertions#assert_valid_keys 
  0.00      0.000     0.000     0.000     0.000       15   Hash#delete 
  0.00      0.000     0.000     0.000     0.000       35   Fixnum#+ 
  0.00      0.005     0.000     0.000     0.005        2   <Class::NixonPi::HandlerStateMachine>#handle_around_transition 
  0.00      0.000     0.000     0.000     0.000       22   Kernel#initialize_dup 
  0.00      0.000     0.000     0.000     0.000       12   StateMachine::Branch#matches_requirement? 
  0.00      0.000     0.000     0.000     0.000       10   Regexp#=== 
  0.00      0.000     0.000     0.000     0.000       25   Hash#include? 
  0.00      1.892     0.000     0.000     1.892       54  *Proc#call 
  0.00      0.000     0.000     0.000     0.000       35   NilClass#nil? 
  0.00      0.000     0.000     0.000     0.000        9   Array#- 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#initialize 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#initialize 
  0.00      0.012     0.000     0.000     0.012       10   NixonPi::Animations::Animation#write 
  0.00      0.000     0.000     0.000     0.000       14   Enumerable#all? 
  0.00      0.000     0.000     0.000     0.000        1   Module#module_eval 
  0.00      0.000     0.000     0.000     0.000       10   <Class::ActiveSupport::Duration>#=== 
  0.00      0.000     0.000     0.000     0.000       24   <Class::Hash>#allocate 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_query 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#event 
  0.00      0.000     0.000     0.000     0.000       21   Array#empty? 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::TransitionCollection#perform 
  0.00      0.001     0.000     0.000     0.001        4   StateMachine::Branch#match 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Machine#write 
  0.00      0.000     0.000     0.000     0.000       18   Float#- 
  0.00      1.889     0.000     0.000     1.889       12   Method#call 
  0.00      0.000     0.000     0.000     0.000       30   String#=== 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::Transition#run_callbacks 
  0.00      0.000     0.000     0.000     0.000       10   NixonPi::AbioCardClient#connection 
  0.00      0.006     0.000     0.000     0.005        2   StateMachine::EvalHelpers#evaluate_method 
  0.00      0.000     0.000     0.000     0.000       10   Numeric#quo 
  0.00      0.000     0.000     0.000     0.000       12   UnboundMethod#bind 
  0.00      0.000     0.000     0.000     0.000       10   StateMachine::Transition#action 
  0.00      0.001     0.000     0.000     0.001        8   NixonPi::StateHash#[]= 
  0.00      0.000     0.000     0.000     0.000       10   String#upcase 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#matches_conditions? 
  0.00      0.000     0.000     0.000     0.000       20   Float#/ 
  0.00      0.000     0.000     0.000     0.000       20   Fixnum#to_f 
  0.00      0.000     0.000     0.000     0.000       20   Float#to_f 
  0.00      1.206     0.000     0.000     1.206       14  *Class#new 
  0.00      0.000     0.000     0.000     0.000       10   Rational#to_f 
  0.00      0.000     0.000     0.000     0.000        8   Kernel#Array 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::Machine#transaction 
  0.00      0.000     0.000     0.000     0.000       10   Rational#/ 
  0.00      0.000     0.000     0.000     0.000        6   Enumerable#detect 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#catch_exceptions 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#after 
  0.00      0.000     0.000     0.000     0.000       10   NixonPi::Driver#client 
  0.00      0.000     0.000     0.000     0.000       11   Kernel#respond_to_missing? 
  0.00      0.000     0.000     0.000     0.000        1   File#initialize 
  0.00      0.001     0.000     0.000     0.001        2   StateMachine::Event#transition_for 
  0.00      0.000     0.000     0.000     0.000       10   <Class::Range>#allocate 
  0.00      0.000     0.000     0.000     0.000       16   Hash#empty? 
  0.00      0.000     0.000     0.000     0.000        8   StateMachine::AllMatcher#matches? 
  0.00      0.000     0.000     0.000     0.000        9   Hash#keys 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#persist 
  0.00      0.006     0.000     0.000     0.006        4  *StateMachine::Callback#run_methods 
  0.00      0.000     0.000     0.000     0.000       13   Symbol#to_sym 
  0.00      0.000     0.000     0.000     0.000        8   StateMachine::TransitionCollection#success? 
  0.00      0.000     0.000     0.000     0.000       10   Array#uniq 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#persist 
  0.00      0.000     0.000     0.000     0.000       10   Array#[]= 
  0.00      0.000     0.000     0.000     0.000        4   Array#include? 
  0.00      0.006     0.000     0.000     0.006        4  *StateMachine::Transition#before 
  0.00      0.007     0.000     0.000     0.007        2   StateMachine::Transition#perform 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_event 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#context 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::NodeCollection#each 
  0.00      0.008     0.000     0.000     0.008        2   StateMachine::Event#fire 
  0.00      0.000     0.000     0.000     0.000       10   Fixnum#- 
  0.00      0.000     0.000     0.000     0.000       10   Float#ceil 
  0.00      0.000     0.000     0.000     0.000       10   Kernel#kind_of? 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Branch#match_states 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::TransitionCollection#within_transaction 
  0.00      0.000     0.000     0.000     0.000       10   Float#< 
  0.00      0.006     0.000     0.000     0.006        4  *StateMachine::TransitionCollection#run_callbacks 
  0.00      0.000     0.000     0.000     0.000       10   Fixnum#fdiv 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::Transition#pausable 
  0.00      0.000     0.000     0.000     0.000        1   <Module::NixonPi::Logging>#configure_logger_for 
  0.00      0.000     0.000     0.000     0.000        8   NilClass#to_a 
  0.00      0.000     0.000     0.000     0.000        4   Array#[] 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#reset 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::Callback#call 
  0.00      1.205     0.000     0.000     1.205        1   NixonPi::Factory::ClassMethods#create 
  0.00      0.000     0.000     0.000     0.000        5   Symbol#to_s 
  0.00      2.565     0.000     0.000     2.565        1   <Class::NixonPi::MachineManager>#start_state_machines 
  0.00      0.000     0.000     0.000     0.000        6   Float#-@ 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::StateCollection#match 
  0.00      1.205     0.000     0.000     1.205        1   NixonPi::Animations::RampUpDownAnimation#initialize 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#use_event_attributes? 
  0.00      0.000     0.000     0.000     0.000        4   StateMachine::Transition#event 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#run_actions 
  0.00      0.000     0.000     0.000     0.000        8   <Class::BasicObject>#allocate 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::Transition#within_transaction 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#eval 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::BarStateMachine#bar_index 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#reset 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Branch#matches? 
  0.00      0.006     0.000     0.000     0.006        8  *Kernel#catch 
  0.00      0.000     0.000     0.000     0.000        2   Module#define_method 
  0.00      0.006     0.000     0.000     0.006        2   StateMachine::Machine#within_transaction 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#add_states 
  0.00      0.000     0.000     0.000     0.000        1   StateMachine::Machine#add_events 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_initialize 
  0.00      1.205     0.000     0.000     1.205        1   NixonPi::Animations::Animation#initialize 
  0.00      0.000     0.000     0.000     0.000        6   Module#=== 
  0.00      0.000     0.000     0.000     0.000        1   Logger#initialize 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::StateCollection#match! 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#attribute 
  0.00      0.000     0.000     0.000     0.000        2   Array#reject! 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::HandlerStateMachine#initialize_state 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#resume 
  0.00      0.000     0.000     0.000     0.000        2   Array#compact 
  0.00      0.000     0.000     0.000     0.000        1   Logger::LogDevice#initialize 
  0.00      0.006     0.000     0.000     0.006        3  *#<StateMachine::StateContext:0x007fc1da36d348>#write 
  0.00      0.000     0.000     0.000     0.000        3   <Class::Mutex>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   Array#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Regexp#match 
  0.00      0.000     0.000     0.000     0.000        2   <Module::NixonPi::Logging>#logger_for 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Machine#reset 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::Settings>#log_level 
  0.00      0.000     0.000     0.000     0.000        2   Hash#values 
  0.00      0.000     0.000     0.000     0.000        4   Fixnum#== 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::StateHash#initialize 
  0.00      0.000     0.000     0.000     0.000        1   MonitorMixin#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#match 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#from_name 
  0.00      0.000     0.000     0.000     0.000        3   Mutex#initialize 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::Transition#to_name 
  0.00      0.000     0.000     0.000     0.000        2   StateMachine::TransitionCollection#valid? 
  0.00      0.000     0.000     0.000     0.000        2   Array#unshift 
  0.00      0.000     0.000     0.000     0.000        2   Array#length 
  0.00      0.000     0.000     0.000     0.000        4   BasicObject#== 
  0.00      0.000     0.000     0.000     0.000        2   Proc#arity 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#extend 
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#open 
  0.00      0.000     0.000     0.000     0.000        1   Sync_m#sync_extend 
  0.00      0.000     0.000     0.000     0.000        2   Module#name 
  0.00      0.000     0.000     0.000     0.000        7   BasicObject#singleton_method_added 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#define_aliases 
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sync_m>#extend_object 
  0.00      0.000     0.000     0.000     0.000        2   <Class::Array>#allocate 
  0.00      0.000     0.000     0.000     0.000        1   Module#extend_object 
  0.00      0.000     0.000     0.000     0.000        1   String#match 
  0.00      0.000     0.000     0.000     0.000        2   Hash#initialize 
  0.00      1.205     0.000     0.000     1.205        1   <Class::NixonPi::TubeDriver>#instance 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Dir>#home 
  0.00      0.000     0.000     0.000     0.000        1   MonitorMixin#mon_initialize 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#initialize 
  0.00      0.000     0.000     0.000     0.000        1   String#to_i 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::CommandParameters#command_parameters 
  0.00      0.000     0.000     0.000     0.000        1   String#to_sym 
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#join 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::MultiDelegator#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::MultiDelegator>#delegate 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#< 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::BarGraphDriver>#instance 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#singleton_class 
  0.00      0.000     0.000     0.000     0.000        1   <Class::NixonPi::MultiDelegator>#to 
  0.00      0.000     0.000     0.000     0.000        1   Logger::Formatter#initialize 
  0.00      0.000     0.000     0.000     0.000        1   NixonPi::Settings#log_level 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Settingslogic>#instance 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#proc 
  0.00      0.000     0.000     0.000     0.000        1   MatchData#[] 
  0.00      0.000     0.000     0.000     0.000        1   Module#extended 
  0.00      0.000     0.000     0.000     0.000        1   <Class::IO>#allocate 
  0.00      0.000     0.000     0.000     0.000        2   Module#method_added 

* indicates recursively called methods
Thread ID: 70235283783420
Total: 2.561482
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.09      0.007     0.002     0.000     0.005       88  *Array#each 
  0.06      0.846     0.002     0.844     0.000       22   Kernel#sleep 
  0.05      1.523     0.001     0.000     1.522       67  *Mutex#synchronize 
  0.05      0.003     0.001     0.000     0.002      198   Range#include_with_range? 
  0.03      0.001     0.001     0.000     0.001      198   Range#include_without_range? 
  0.03      0.005     0.001     0.004     0.000       52   IO#write 
  0.02      0.001     0.001     0.000     0.000      448   Fixnum#<=> 
  0.02      0.001     0.001     0.000     0.000       26   Time#strftime 
  0.02      0.184     0.001     0.000     0.183       26   Logger#add 
  0.02      0.001     0.001     0.000     0.000       35   <Class::StateMachine::Machine>#find_or_create 
  0.02      0.400     0.001     0.000     0.400        1   NixonPi::Animations::RampUpDownAnimation#run 
  0.02      0.001     0.001     0.000     0.000      396   Integer#to_i 
  0.02      0.000     0.000     0.000     0.000      292   Kernel#is_a? 
  0.02      0.000     0.000     0.000     0.000      279   Fixnum#to_s 
  0.01      0.000     0.000     0.000     0.000      209   String#rjust 
  0.01      0.181     0.000     0.000     0.180       26   MonitorMixin#mon_synchronize 
  0.01      0.005     0.000     0.000     0.005       38   Array#map 
  0.01      0.001     0.000     0.000     0.000       77   StateMachine::NodeCollection#index 
  0.01      0.175     0.000     0.000     0.174       26   MonitorMixin#mon_enter 
  0.01      0.008     0.000     0.000     0.007       11   NixonPi::AbioCardClient#pwm_write_registers 
  0.01      0.001     0.000     0.000     0.000       26   MonitorMixin#mon_exit 
  0.01      1.684     0.000     1.684     0.000       93   Mutex#lock 
  0.01      0.000     0.000     0.000     0.000       22   Sync_m#sync_try_lock_sub 
  0.01      0.001     0.000     0.000     0.001       77   StateMachine::NodeCollection#[] 
  0.01      0.000     0.000     0.000     0.000      158   <Class::Thread>#current 
  0.01      0.001     0.000     0.000     0.001       73   StateMachine::NodeCollection#fetch 
  0.01      0.000     0.000     0.000     0.000       11   NixonPi::Easing#ease_in_out_quad 
  0.01      0.001     0.000     0.000     0.000       38   <Class::Time>#now 
  0.01      0.000     0.000     0.000     0.000      187   Integer#round 
  0.01      0.000     0.000     0.000     0.000       37   StateMachine::Machine#read 
  0.01      0.000     0.000     0.000     0.000       81   Enumerable#any? 
  0.01      0.000     0.000     0.000     0.000      145   Symbol#== 
  0.01      0.003     0.000     0.000     0.003       22   Sync_m#sync_synchronize 
  0.01      0.000     0.000     0.000     0.000      104   Fixnum#* 
  0.01      2.561     0.000     0.000     2.561        1   Kernel#loop 
  0.01      0.011     0.000     0.000     0.011       11   NixonPi::BarGraphDriver#write_to_bar 
  0.01      0.000     0.000     0.000     0.000       77   Hash#each 
